LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Individual Neutered Male,POODLE TOY,TAN,BUTTERSCOTCH,15202,2017,1/24/2017 9:02
Dog Senior Citizen or Disability Spayed Female,SHIH TZU,WHITE/BROWN,MERCEDES,15146,2017,12/19/2016 15:58
Dog Individual Neutered Male,BOSTON TERRIER,WHITE/BLACK,BEANS,15146,2017,1/31/2017 9:14
Dog Individual Spayed Female,PUG,FAWN,TRIXIE,15102,2017,2/23/2017 14:47
Dog Individual Spayed Female,MIXED,WHITE/BROWN,GINGER,15065,2017,12/19/2016 14:08
Dog Individual Neutered Male,POODLE STANDARD,SILVER,BANDIT,15132,2017,3/6/2017 8:45
Dog Individual Male,LABRADOR RETRIEVER,CHOCOLATE,CHANCE,15241,2017,12/28/2016 15:34
Dog Senior Citizen or Disability Neutered Male,LABRADOR RETRIEVER,BLACK,JAKE,15215,2017,12/14/2016 9:08
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,JEB,15237,2017,12/30/2016 8:29
Dog Senior Citizen or Disability Spayed Female,MIN PINSCHER,BLACK/BROWN,ALICE,15037,2017,3/3/2017 14:14
Dog Individual Spayed Female,MIN PINSCHER,BLACK/BROWN,ALICE,15037,2017,2/24/2017 15:28
Dog Individual Male,GER SHEPHERD,BLACK/TAN,PRINCE,15106,2017,1/27/2017 15:39
Dog Individual Neutered Male,SIB HUSKY MIX,WHITE/BLACK,EIGHT BALL,15228,2017,1/6/2017 15:48
Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BLACK,HOLLY JAN WILLIAMS,15205,2017,2/28/2017 16:02
Dog Individual Spayed Female,DACHSHUND,BROWN,NATASHA,15084,2017,2/14/2017 14:51
Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,DAKOTA,15241,2017,3/9/2017 16:27
Dog Individual Spayed Female,MIXED,ORANGE/WHITE,DIXIE ANGLE,15025,2017,12/7/2016 16:13
Dog Individual Spayed Female,COLLIE,WHITE/BLACK/BROWN,CHELSEA,15071,2017,2/13/2017 16:12
Dog Individual Spayed Female,GER SHEPHERD MIX,BROWN,GINGER,15239,2017,1/6/2017 14:43
Dog Senior Citizen or Disability Spayed Female,LHASA APSO,WHITE/BLACK,SISSIE,15205,2017,12/7/2016 8:49
Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,DOONEY,15106,2017,12/15/2016 9:57
Dog Individual Neutered Male,BORD COLLIE,WHITE/BLACK,OLIVER,15076,2017,2/15/2017 14:01
Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,HAYLIE LYNN,15006,2017,3/3/2017 14:14
Dog Individual Neutered Male,POODLE MIN,APRICOT,OTIS,15239,2017,1/3/2017 8:58
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,LUCY,15238,2017,12/2/2016 13:28
Dog Individual Male,LABRADOR RETRIEVER,BLACK,MAX,15104,2017,1/3/2017 10:08
Dog Individual Spayed Female,LABRADOR RETRIEVER,BROWN,BRANDI,15057,2017,1/6/2017 14:43
Dog Senior Citizen or Disability Spayed Female,PAPILLON,MULTI,AMBER,15102,2017,12/16/2016 15:21
Dog Individual Neutered Male,LABRADOR RETRIEVER,YELLOW,DONZI,15122,2017,1/3/2017 8:39
Dog Senior Citizen or Disability Spayed Female,SHIBA INU,RED,CANDY,15239,2017,12/16/2016 15:21
Dog Individual Neutered Male,SHEPHERD MIX,BROWN/GOLD,MAX,15108,2017,1/27/2017 10:36
Dog Senior Citizen or Disability Spayed Female,CAIRN TERRIER,WHEATON,MOLLY,15236,2017,2/28/2017 8:44
Dog Individual Neutered Male,YORKSHIRE TERRIER,OTHER,GIZMO-JOE,15122,2017,12/9/2016 8:58
Dog Senior Citizen or Disability Neutered Male,YORKSHIRE TERRIER,OTHER,GIZMO-JOE,15122,2017,12/9/2016 8:58
Dog Individual Spayed Female,ENG POINTER,WHITE/TAN,KENA,15205,2017,1/10/2017 16:19
Dog Individual Spayed Female,DACHSHUND,YELLOW,DEE DEE,15122,2017,1/9/2017 16:02
Dog Individual Spayed Female,BEAGLE MIX,BROWN,LADY,15209,2017,2/28/2017 16:01
Dog Senior Citizen or Disability Spayed Female,COLLIE MIX,SPOTTED,KASSIE,15147,2017,12/12/2016 16:17
Dog Senior Citizen or Disability Spayed Female,BOXER,BROWN,SADIE,15135,2017,1/3/2017 10:08
Dog Individual Spayed Female,MIXED,BLACK/TAN,MARTI,15116,2017,2/17/2017 12:33
Dog Senior Citizen or Disability Spayed Female,SHIH TZU,WHITE/TAN,TRISSA,15049,2017,12/8/2016 13:00
Dog Senior Citizen or Disability Neutered Male,SCHNAUZER MIN,WHITE/BLACK,REILLY,15214,2017,2/10/2017 16:17
Dog Senior Citizen or Disability Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN,ROCKY,15243,2017,12/14/2016 16:17
Dog Individual Spayed Female,CAIRN TERRIER,SPOTTED,MISTY,15135,2017,
Dog Individual Spayed Female,GER SHORTHAIR POINT,WHITE/BLACK/BROWN,STELLA,15017,2017,1/9/2017 14:19
Dog Individual Spayed Female,ENG FOXHOUND,SPOTTED,SASHA,15106,2017,2/17/2017 11:20
Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,DAISY,15241,2017,3/14/2017 15:02
Dog Individual Female,MIXED,BROWN,ROXY,15063,2017,12/15/2016 8:37
Dog Individual Female,LABRADOR RETRIEVER,BLACK,MIDNITE,15018,2017,1/5/2017 8:35
Dog Individual Male,PUG,BLACK,SIR WILSON,15045,2017,3/15/2017 8:44
Dog Individual Spayed Female,PEEKAPOO,WHITE/BLACK,ANGEL,15126,2017,11/30/2016 16:02
Dog Senior Citizen or Disability Neutered Male,TERRIER,WHEATON,BAILEY,15146,2017,12/14/2016 12:40
Dog Individual Male,POODLE MIX,APRICOT,BOO,15227,2017,1/18/2017 16:11
Dog Individual Spayed Female,AM ESKIMO DOG,WHITE,SNOWBALL,15122,2017,12/13/2016 15:54
Dog Senior Citizen or Disability Spayed Female,LHASA APSO,GOLD,TEDDIE,15108,2017,2/3/2017 14:02
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,ADINA,15037,2017,2/8/2017 11:37
Dog Individual Neutered Male,CHIHUAHUA,TAN,TROUT,15146,2017,12/16/2016 15:21
Dog Senior Citizen or Disability Neutered Male,LABRADOR RETRIEVER,BLACK,NIKO,15238,2017,12/15/2016 11:13
Dog Individual Neutered Male,COCKER SPANIEL,WHITE/RED,CARMEN,15238,2017,3/22/2017 8:39
Dog Senior Citizen or Disability Neutered Male,MIXED,BLACK/BROWN,BEAR,15024,2017,12/30/2016 8:55
Dog Senior Citizen or Disability Spayed Female,CHOW CHOW,CREAM,GOLDIE BEAR,15037,2017,1/5/2017 16:35
Dog Senior Citizen or Disability Spayed Female,CHOW CHOW,CREAM,GOLDIE BEAR,15037,2017,1/5/2017 16:35
Dog Senior Citizen or Disability Spayed Female,CHOW CHOW,CREAM,GOLDIE BEAR,15037,2017,1/5/2017 16:35
Dog Individual Spayed Female,MIXED,GOLD,ABBY,15221,2017,2/21/2017 15:57
Dog Senior Citizen or Disability Neutered Male,DACHSHUND,BROWN,SAMPSON,15137,2017,2/23/2017 16:28
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK/BROWN,DUKE,15236,2017,1/27/2017 9:19
Dog Individual Spayed Female,PUG,FAWN,ZOE,15131,2017,3/8/2017 13:03
Dog Individual Male,CHINESE CRESTED,WHITE/BLACK,COOKIE,15139,2017,3/27/2017 14:53
Dog Individual Spayed Female,GER SHEPHERD MIX,GOLD,CODY,15120,2017,1/12/2017 9:36
Dog Senior Citizen or Disability Spayed Female,LAB MIX,BLACK,SOPHIE,15234,2017,1/5/2017 11:21
Dog Senior Citizen or Disability Neutered Male,COCKAPOO,WHITE,OZZY,15014,2017,2/9/2017 12:54
Dog Senior Citizen or Disability Spayed Female,BEAGLE,MULTI,PRETZEL,15122,2017,2/9/2017 13:40
Dog Senior Citizen or Disability Neutered Male,DACHSHUND,BLACK/TAN,OSCAR,15239,2017,12/7/2016 16:19
Dog Senior Citizen or Disability Male,LABRADOR RETRIEVER,RED,KIRBY,15025,2017,12/22/2016 13:28
Dog Individual Spayed Female,CHIHUAHUA,BRINDLE,TAMALE,15146,2017,1/4/2017 15:57
Dog Individual Spayed Female,LAB MIX,TAN,ANGEL,15236,2017,1/25/2017 9:04
Dog Senior Citizen or Disability Spayed Female,BEAGLE,WHITE/BLACK/BROWN,MUFFIN,15025,2017,12/30/2016 8:55
Dog Senior Citizen or Disability Neutered Male,SHIH TZU,WHITE/GREY,DEXTER,15044,2017,12/12/2016 13:35
Dog Individual Neutered Male,MIXED,BROWN/TAN,SNIFFY,15241,2017,1/3/2017 8:58
Dog Individual Neutered Male,SHIH TZU,WHITE/BLACK,GATSBY,15236,2017,1/9/2017 9:11
Dog Senior Citizen or Disability Neutered Male,DALMATIAN,SPOTTED,TOLLIVER,15024,2017,1/25/2017 16:23
Dog Individual Neutered Male,TERRIER MIX,BLACK/BROWN,EDDIE,15236,2017,12/28/2016 16:31
Dog Individual Neutered Male,LAB MIX,BROWN,CHANCE,15102,2017,2/1/2017 15:03
Dog Senior Citizen or Disability Female,GOLDEN RETRIEVER,GOLD,BRANDY,15024,2017,12/29/2016 9:39
Dog Individual Neutered Male,GER SHEPHERD,BLACK/BROWN,JAKE,15216,2017,12/19/2016 15:13
Dog Individual Spayed Female,PARSON RUSSELL TERR,WHITE/BLACK/BROWN,CLOE,15044,2017,3/24/2017 15:12
Dog Individual Neutered Male,BOXER,BRINDLE,GUNNER,15084,2017,2/22/2017 15:13
Dog Individual Neutered Male,LABRADOODLE,BLACK,CHARLIE,15229,2017,12/19/2016 8:48
Dog Senior Citizen or Disability Spayed Female,ITALIAN GREYHOUND,GREY,DAPHNE,15139,2017,2/14/2017 15:05
Dog Senior Citizen or Disability Spayed Female,ITALIAN GREYHOUND,GREY,DAPHNE,15139,2017,
Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,NUGGET,15237,2017,12/5/2016 8:52
Dog Individual Neutered Male,CHIHUAHUA,BLONDE,COLE,15101,2017,1/17/2017 15:35
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BLACK,SHEBA,15144,2017,1/9/2017 15:26
Dog Individual Spayed Female,DACHSHUND,BLACK/TAN,CHULA,15102,2017,1/9/2017 11:07
Dog Individual Spayed Female,LAB MIX,TAN,CLOEY,15135,2017,3/14/2017 8:47
Dog Senior Citizen or Disability Spayed Female,MIXED,SPOTTED,ZOE,15025,2017,12/19/2016 15:13
Dog Senior Citizen or Disability Neutered Male,BORD COLLIE,SPOTTED,CODY,15237,2017,2/13/2017 14:03
Dog Individual Spayed Female,PUG,FAWN,ELLIE,15044,2017,12/14/2016 9:27
Dog Senior Citizen or Disability Male,YORKSHIRE TERRIER,BLACK/TAN,INDIANA,15237,2017,2/23/2017 14:47
Dog Individual Spayed Female,MIXED,BLACK,RIPA,15102,2017,12/19/2016 15:41
Dog Individual Neutered Male,BEAGLE,WHITE/BLACK/BROWN,TUCKER,15243,2017,1/4/2017 15:14
Dog Individual Male,LABRADOR RETRIEVER,BLACK,BEAR,15136,2017,12/12/2016 16:17
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,MYLES,15101,2017,1/12/2017 10:27
Dog Senior Citizen or Disability Neutered Male,LHASA APSO,BROWN,TASHI,15133,2017,12/14/2016 16:17
Dog Individual Spayed Female,DACHSHUND,RED,DAISY,15215,2017,12/19/2016 15:40
Dog Individual Neutered Male,DACHSHUND,RED,CHESTER,15215,2017,12/19/2016 15:40
Dog Senior Citizen or Disability Spayed Female,COCKER SPANIEL,MULTI,CINDER,16046,2017,1/5/2017 10:05
Dog Individual Neutered Male,LABRADOR RETRIEVER,YELLOW,CASEY,15147,2017,1/18/2017 9:06
Dog Senior Citizen or Disability Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN,TYSON,15005,2017,12/16/2016 10:36
Dog Senior Citizen or Disability Neutered Male,MALTESE MIX,WHITE,BENNY,15076,2017,12/14/2016 12:39
Dog Individual Spayed Female,BICHON FRISE,WHITE,RYLEIGH,15068,2017,1/18/2017 9:06
Dog Individual Spayed Female,LAB MIX,BLACK,BABY,15116,2017,2/2/2017 9:43
Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,JAKE,15122,2017,2/22/2017 10:52
Dog Individual Neutered Male,GER SHEPHERD MIX,WHITE/BLACK/BROWN,TUCKER,15218,2017,1/19/2017 15:56
Dog Senior Citizen or Disability Neutered Male,LAB MIX,BROWN,CHARLEY,15122,2017,12/7/2016 9:57
Dog Individual Neutered Male,GREAT PYRENEES,WHITE,DEWEY,15129,2017,12/12/2016 8:44
Dog Senior Citizen or Disability Neutered Male,GREAT PYRENEES,WHITE,DEWEY,15129,2017,12/12/2016 8:44
Dog Senior Citizen or Disability Spayed Female,BOSTON TERRIER,WHITE/BLACK,ZOE NOEL,15122,2017,1/6/2017 11:42
Dog Senior Citizen or Disability Spayed Female,GOLDEN RETRIEVER,GOLD,BELLA,15227,2017,12/12/2016 9:35
Dog Individual Spayed Female,DINGO,TAN,LAHLA,15205,2017,1/3/2017 14:04
Dog Individual Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN,BAILEY,15112,2017,1/24/2017 14:51
Dog Individual Neutered Male,MIN PINSCHER,BLACK/BROWN,HARLEY,15108,2017,3/16/2017 15:00
Dog Senior Citizen or Disability Spayed Female,DACHSHUND,RED,DAISY,15090,2017,12/14/2016 16:17
Dog Senior Citizen or Disability Spayed Female,BICHON FRISE,WHITE,CHLOE,15120,2017,12/13/2016 15:54
Dog Senior Citizen or Disability Neutered Male,POODLE STANDARD,BROWN,MICHAEL,15236,2017,12/20/2016 15:38
Dog Senior Citizen or Disability Spayed Female,LAB MIX,BROWN/GOLD,LUCY,15065,2017,12/12/2016 13:35
Dog Senior Citizen or Disability Female,BEAGLE,WHITE/BLACK/BROWN,MAZZIE,15108,2017,1/10/2017 16:19
Dog Senior Citizen or Disability Male,BEAGLE,WHITE/BLACK/BROWN,NICK,15108,2017,1/10/2017 16:19
Dog Individual Spayed Female,AUS SHEPHERD,BLACK/BROWN,LAURIE,15238,2017,1/20/2017 15:15
Dog Individual Neutered Male,MIXED,SPOTTED,ALFIE,15229,2017,12/28/2016 15:34
Dog Individual Neutered Male,BEAGLE MIX,BROWN,BUSTER,15137,2017,12/6/2016 12:54
Dog Individual Spayed Female,SHIH TZU,WHITE/GREY,GINGER,15223,2017,2/21/2017 15:46
Dog Senior Citizen or Disability Neutered Male,DACHSHUND,BROWN,REXIE,15108,2017,12/22/2016 8:56
Dog Senior Citizen or Disability Spayed Female,MIN PINSCHER,BLACK/TAN,MINDY,15239,2017,1/13/2017 9:50
Dog Individual Male,GOLDEN RETRIEVER,GOLD,TOBY,15239,2017,2/24/2017 15:16
Dog Individual Male,GOLDEN RETRIEVER,GOLD,BUDDY,15239,2017,2/24/2017 15:16
Dog Senior Citizen or Disability Spayed Female,COCKER SPANIEL MIX,SPOTTED,DAISY,15101,2017,2/13/2017 11:54
Dog Senior Citizen or Disability Spayed Female,SHIH TZU,WHITE/BLACK,PEPPER,15090,2017,12/13/2016 15:54
Dog Senior Citizen or Disability Spayed Female,PEEKAPOO,WHITE/BLACK/BROWN,BUTTONS,15209,2017,12/19/2016 8:48
Dog Senior Citizen or Disability Female,WELSH CORGI CARDIGA,WHITE/BLACK/BROWN,ABBY,15026,2017,1/18/2017 15:35
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BROWN,ABBEY,15238,2017,12/9/2016 10:27
Dog Senior Citizen or Disability Neutered Male,MALTESE,WHITE,BERRY,15235,2017,2/13/2017 9:29
Dog Senior Citizen or Disability Spayed Female,YORKSHIRE TERRIER,BLACK/BROWN/GREY,SADIE,15044,2017,12/14/2016 9:27
Dog Individual Female,CHIHUAHUA,FAWN,PRECIOUS ANGEL,15132,2017,1/10/2017 15:55
Dog Senior Citizen or Disability Spayed Female,SHIH TZU,WHITE/BLACK,MAGGIE MAE,15226,2017,1/3/2017 8:51
Dog Senior Citizen or Disability Neutered Male,MIXED,BLACK,JUNIOR,15122,2017,1/18/2017 15:35
Dog Individual Neutered Male,COCKAPOO,APRICOT,DASH,15241,2017,2/6/2017 11:09
Dog Individual Spayed Female,POODLE MIX,CREAM,HONEY,15136,2017,12/30/2016 8:55
Dog Senior Citizen or Disability Neutered Male,POODLE TOY,BROWN,MAXWELL HOUSE,15025,2017,1/11/2017 9:44
Dog Senior Citizen or Disability Neutered Male,LABRADOR RETRIEVER,BLACK,BUDDY,15227,2017,1/25/2017 16:23
Dog Senior Citizen or Disability Neutered Male,LABRADOR RETRIEVER,BLACK,BUDDY,15227,2017,1/25/2017 16:23
Dog Senior Citizen or Disability Neutered Male,SHETLAND SHEEPDOG,WHITE/BLACK/GREY,KODA,15239,2017,12/13/2016 15:09
Dog Individual Neutered Male,SHETLAND SHEEP MIX,WHITE/BROWN,WOOBIE,15101,2017,1/30/2017 8:35
Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,DAISY,15221,2017,2/17/2017 9:54
Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,BEN,15215,2017,12/8/2016 14:18
Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,RILEY,15236,2017,2/14/2017 13:39
Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,LADY,15239,2017,12/8/2016 8:33
Dog Individual Spayed Female,MIXED,WHITE/BLACK/BROWN,CHRISSY CERRA,15143,2017,12/19/2016 8:48
Dog Individual Neutered Male,CHIHUAHUA,MULTI,CHARLIE,15143,2017,12/12/2016 16:16
Dog Individual Spayed Female,PARSON RUSSELL TERR,WHITE/BLACK/BROWN,DAISY DUKE,15071,2017,1/5/2017 15:12
Dog Individual Spayed Female,PARSON RUSSELL TERR,WHITE/BLACK/BROWN,DAISY DUKE,15071,2017,1/5/2017 15:12
Dog Individual Spayed Female,LHASA APSO,BLONDE,MIKA,15024,2017,12/19/2016 15:40
Dog Individual Spayed Female,MIXED,BROWN,CHLOE,15241,2017,12/1/2016 16:08
Dog Senior Citizen or Disability Spayed Female,PEEKAPOO,BLACK,TESS,15102,2017,12/12/2016 13:34
Dog Individual Spayed Female,BOSTON TERRIER,.,ABIGAIL,15236,2017,2/14/2017 14:50
Dog Individual Spayed Female,GER SHEPHERD MIX,BLACK/TAN,BELLA,15132,2017,3/28/2017 8:44
Dog Senior Citizen or Disability Neutered Male,GOLDEN RETRIEVER,RED,MAX,15237,2017,1/4/2017 8:39
Dog Individual Neutered Male,YORKSHIRE TERRIER,OTHER,IKE,15071,2017,2/6/2017 13:48
Dog Individual Spayed Female,YORKSHIRE TERRIER,BLACK/SILVER,SNICKERS,15102,2017,2/3/2017 15:53
Dog Senior Citizen or Disability Spayed Female,COTON DE TULEAR,SPOTTED,BEAMER,15241,2017,12/14/2016 8:40
Dog Individual Spayed Female,YORKSHIRE TERRIER,BLUE,LOLA LA PRECIOUS,15090,2017,12/16/2016 16:25
Dog Individual Neutered Male,CHIHUAHUA,BRINDLE,NIKO,15030,2017,3/7/2017 8:41
Dog Individual Female,POODLE TOY,TAN,MINDY,15101,2017,3/3/2017 9:11
Dog Individual Spayed Female,MIXED,BLACK,RILEY,15090,2017,12/5/2016 8:43
Dog Individual Spayed Female,PUG,FAWN,PIGGY,15126,2017,12/16/2016 9:29
Dog Individual Spayed Female,COCKER SPANIEL,BLACK,TESS,15102,2017,1/13/2017 16:25
Dog Individual Neutered Male,COCKAPOO,TAN,CODI,15239,2017,12/20/2016 11:25
Dog Individual Spayed Female,AKITA,WHITE/BROWN,AKARA,15142,2017,12/14/2016 16:17
Dog Individual Neutered Male,SHIH TZU,WHITE/BLACK,OSCAR,15044,2017,12/12/2016 8:54
Dog Individual Spayed Female,YORKSHIRE TERR MIX,BUFF,PEACHES,15218,2017,12/20/2016 8:45
Dog Individual Neutered Male,MIXED,WHITE/BLACK,NOAH,15024,2017,1/13/2017 8:53
Dog Individual Neutered Male,COCKAPOO,WHITE,MAX,15102,2017,3/20/2017 8:36
Dog Individual Spayed Female,DACHSHUND,BROWN,BELLA,15057,2017,12/21/2016 8:44
Dog Individual Spayed Female,MIXED,BLACK,BELLA,15071,2017,2/10/2017 16:18
Dog Senior Citizen or Disability Female,AM PIT BULL TERRIER,BROWN,HOLLYWOOD,15132,2017,12/9/2016 10:27
Dog Senior Citizen or Disability Spayed Female,COCKER SPANIEL,WHITE/BROWN,TAYLOR TAYLOR,15044,2017,
Dog Individual Spayed Female,LAB MIX,BROWN,SADIE,15229,2017,1/9/2017 9:10
Dog Senior Citizen or Disability Spayed Female,SIB HUSKY,WHITE/BLACK/GREY,DAKOTA,15137,2017,1/5/2017 10:37
Dog Individual Spayed Female,BEAGLE,WHITE/BLACK/BROWN,POSSE,15065,2017,12/9/2016 14:53
Dog Senior Citizen or Disability Spayed Female,BISHON FRISE MIX,WHITE,DION,15146,2017,12/19/2016 15:40
Dog Individual Male,PEEKAPOO,SPOTTED,HOHO,15101,2017,12/19/2016 15:40
Dog Individual Neutered Male,BORD COLLIE,WHITE/BLACK,VIPPEN,15332,2017,3/15/2017 14:53
Dog Individual Spayed Female,CAIRN TERRIER,BROWN,GINGER,15116,2017,1/9/2017 16:01
Dog Senior Citizen or Disability Neutered Male,BICHON FRISE,WHITE,HARLEY,15136,2017,12/13/2016 15:54
Dog Individual Neutered Male,TERRIER MIX,BROWN,HERCULES,15137,2017,2/28/2017 13:52
Dog Individual Neutered Male,AM PITT BULL MIX,WHITE/BLACK/BROWN,KIMO,15120,2017,3/8/2017 13:03
Dog Individual Neutered Male,MIXED,BLACK/BROWN,KODA,15147,2017,12/12/2016 15:32
Dog Individual Neutered Male,BICHON FRISE,WHITE,BENNI,15143,2017,1/26/2017 16:04
Dog Individual Spayed Female,BULL TERRIER,WHITE/RED,LUCA,15071,2017,1/25/2017 16:23
Dog Individual Spayed Female,LAB MIX,BLACK,BAILEY,15133,2017,2/17/2017 14:49
Dog Individual Neutered Male,BEAGLE,WHITE/BLACK/BROWN,POOH,15084,2017,2/28/2017 16:02
Dog Senior Citizen or Disability Spayed Female,CHIHUAHUA,TAN,BAMBI,15239,2017,12/12/2016 16:17
Dog Individual Neutered Male,LAB MIX,BLONDE,GODRIC,15120,2017,3/6/2017 16:28
Dog Individual Spayed Female,COCKER SPANIEL,BLACK,MACEY,15071,2017,12/13/2016 14:16
Dog Individual Male,BORD COLLIE,WHITE/BROWN,IVAN,15063,2017,3/10/2017 8:19
Dog Individual Neutered Male,LAB MIX,BROWN,JAKE,15136,2017,1/9/2017 9:11
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BLACK,JASMINE,15234,2017,1/4/2017 9:01
Dog Individual Spayed Female,RETRIEVER MIX,GOLD,DEZZIE,15037,2017,2/16/2017 16:23
Dog Individual Neutered Male,SHIH TZU MIX,BRINDLE,BANDIT,15148,2017,2/6/2017 16:20
Dog Senior Citizen or Disability Spayed Female,YORKSHIRE TERRIER,WHITE/BLACK/BROWN,MOLLY,15133,2017,1/3/2017 10:07
Dog Senior Citizen or Disability Spayed Female,SCHNAUZER MIN,SPOTTED,MOLLY,15090,2017,12/19/2016 15:28
Dog Senior Citizen or Disability Spayed Female,SCHNAUZER MIN,SPOTTED,MOLLY,15090,2017,12/19/2016 15:28
Dog Senior Citizen or Disability Neutered Male,MALTESE,WHITE,MAX,15037,2017,1/5/2017 16:35
Dog Individual Spayed Female,SHIH TZU,BLACK WITH WHITE,LOUIE,15147,2017,12/14/2016 12:24
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,MYA,15090,2017,12/19/2016 15:40
Dog Senior Citizen or Disability Spayed Female,CAIRN TERRIER,WHEATON,MADDIE,15235,2017,12/29/2016 15:15
Dog Senior Citizen or Disability Spayed Female,BEAGLE,BROWN,RBI,15216,2017,3/9/2017 15:02
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BLACK,NELLIE,15216,2017,2/1/2017 9:19
Dog Individual Female,SHIH TZU,BLONDE,IZZADORA,15065,2017,1/24/2017 13:30
Dog Individual Neutered Male,SHIH TZU,CREAM,KUMA,15235,2017,3/3/2017 13:29
Dog Individual Neutered Male,WELSH CORGI PEMBROK,MULTI,POGO,15209,2017,12/29/2016 16:05
Dog Individual Spayed Female,MIXED,WHITE,DUTCHESS,15057,2017,12/19/2016 15:41
Dog Individual Neutered Male,COCKAPOO,TAN,SAMMIE,15131,2017,2/23/2017 16:27
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BROWN,MOCHA,15139,2017,1/3/2017 8:52
Dog Individual Neutered Male,LABRADOR RETRIEVER,BROWN,HENRY II,15037,2017,1/30/2017 10:57
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,SADIE,15108,2017,12/22/2016 16:27
Dog Individual Spayed Female,LAB MIX,BROWN,BELLA,15236,2017,1/27/2017 10:36
Dog Senior Citizen or Disability Spayed Female,CAIRN TERRIER,BRINDLE,GINGER,15025,2017,12/29/2016 15:33
Dog Individual Neutered Male,LAB MIX,BLACK,MAX,16046,2017,12/19/2016 15:41
Dog Individual Spayed Female,MIXED,SPOTTED,DAISY,15237,2017,1/10/2017 16:19
Dog Individual Neutered Male,MIXED,WHITE/BROWN,COCO,15239,2017,1/9/2017 16:02
Dog Individual Neutered Male,MIXED,WHITE/BLACK,MAC,15017,2017,12/7/2016 15:42
Dog Senior Citizen or Disability Spayed Female,AM ESKIMO DOG,WHITE,SHELBY,15120,2017,12/16/2016 8:40
Dog Individual Neutered Male,LAB MIX,YELLOW,BUSTER,15035,2017,1/11/2017 14:29
Dog Individual Spayed Female,MIXED,WHITE/BLACK/BROWN,SYDNEY,15120,2017,2/21/2017 15:57
Dog Individual Neutered Male,MIXED,TAN,MOKKA,15227,2017,2/14/2017 16:10
Dog Senior Citizen or Disability Female,AM PIT BULL TERRIER,WHITE/BROWN,BELLA,15145,2017,3/20/2017 13:48
Dog Individual Spayed Female,GER SHEPHERD,BLACK/BROWN,STORMY,15024,2017,12/13/2016 16:04
Dog Individual Spayed Female,MIXED,WHITE/BLACK,CHLOE,15139,2017,
Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BLACK,CHLOE,15139,2017,12/14/2016 11:35
Dog Senior Citizen or Disability Spayed Female,COLLIE,SABLE,SANDY,15205,2017,1/5/2017 16:35
Dog Individual Neutered Male,BOSTON TERRIER,WHITE/BLACK,HOBBES,15082,2017,12/6/2016 16:08
Dog Individual Neutered Male,MIXED,BROWN,SAMMIE,15228,2017,1/6/2017 9:06
Dog Individual Male,SHIH TZU,BROWN,L.B.,15205,2017,3/10/2017 13:58
Dog Individual Neutered Male,GER SHEPHERD MIX,BLACK,MAVERICK,15227,2017,1/4/2017 8:39
Dog Individual Neutered Male,MALTESE,WHITE,MAX,15241,2017,2/15/2017 15:53
Dog Senior Citizen or Disability Neutered Male,BICHON FRISE,WHITE,BENNY,15235,2017,12/12/2016 8:44
Dog Individual Spayed Female,MIXED,WHITE/BLACK/BROWN,ATHENA,15237,2017,12/15/2016 9:58
